"id","title","release_date","popularity","vote_average","vote_count","budget","revenue","runtime","Year","Film","Producer(s)","Year_Numeric","Is_Oscar_Winner"
531309,"Brightburn","2019-05-09",6.5982,6.15,3443,6000000,33224654,91,NA,NA,NA,NA,"No"
637920,"Miracle in Cell No. 7","2019-10-10",6.3226,8.252,4547,0,2.8e+07,132,NA,NA,NA,NA,"No"
587727,"Busty Girlfriend","2019-03-08",6.2261,7.3,35,0,0,71,NA,NA,NA,NA,"No"
450465,"Glass","2019-01-16",6.1097,6.665,9046,20000000,246999039,129,NA,NA,NA,NA,"No"
572154,"Rascal Does Not Dream of a Dreaming Girl","2019-06-15",5.9449,8.254,587,0,0,90,NA,NA,NA,NA,"No"
617569,"Youngest Aunt","2019-07-18",5.8659,8.5,2,0,0,70,NA,NA,NA,NA,"No"
423204,"Angel Has Fallen","2019-08-21",5.8392,6.598,3857,40000000,146661977,122,NA,NA,NA,NA,"No"
473033,"Uncut Gems","2019-08-30",5.7917,7.162,5346,19000000,50023780,136,NA,NA,NA,NA,"No"
503919,"The Lighthouse","2019-10-18",5.7837,7.476,5510,11000000,18262464,109,NA,NA,NA,NA,"No"
522162,"Midway","2019-11-06",5.7824,7.094,2698,100000000,127400000,138,NA,NA,NA,NA,"No"
657654,"Senior Couple and Exchange Sex","2019-12-23",5.7583,6.1,8,0,0,86,NA,NA,NA,NA,"No"
514999,"Murder Mystery","2019-05-25",5.7092,6.258,4776,24000000,0,97,NA,NA,NA,NA,"No"
740300,"Hedon","2019-04-09",5.6502,3,3,0,0,20,NA,NA,NA,NA,"No"
481084,"The Addams Family","2019-10-10",5.6417,6.602,2478,40000000,204394183,87,NA,NA,NA,NA,"No"
696026,"Nice Sister-In-Law","2019-06-05",5.5735,8,2,0,0,81,NA,NA,NA,NA,"No"
508965,"Klaus","2019-11-08",5.5247,8.222,4641,0,0,97,NA,NA,NA,NA,"No"
431693,"Spies in Disguise","2019-12-04",5.5118,7.556,2958,100000000,171616764,102,NA,NA,NA,NA,"No"
479455,"Men in Black: International","2019-06-12",5.4837,5.896,5322,110000000,253890701,115,NA,NA,NA,NA,"No"
619264,"The Platform","2019-11-08",5.4741,6.969,7777,1203235,1090116,95,NA,NA,NA,NA,"No"
509967,"6 Underground","2019-12-10",5.4621,6.335,5147,150000000,0,128,NA,NA,NA,NA,"No"
440762,"Jay and Silent Bob Reboot","2019-10-15",5.4353,5.675,598,10000000,1011305,105,NA,NA,NA,NA,"No"
480414,"The Curse of La Llorona","2019-04-17",5.415,5.653,2642,9000000,123233739,93,NA,NA,NA,NA,"No"
502292,"The Last Summer","2019-05-03",5.3516,6,1398,0,0,109,NA,NA,NA,NA,"No"
592350,"My Hero Academia: Heroes Rising","2019-12-20",5.3509,8.135,1268,0,30017163,104,NA,NA,NA,NA,"No"
502416,"Ma","2019-05-29",5.3468,5.827,2420,5000000,61220856,99,NA,NA,NA,NA,"No"
571055,"Down","2019-02-01",5.1735,6.825,252,0,0,82,NA,NA,NA,NA,"No"
499701,"Dora and the Lost City of Gold","2019-08-08",5.1246,6.63,1816,49000000,120600000,102,NA,NA,NA,NA,"No"
870270,"My Wife's Sister 3","2019-08-08",5.1199,5,1,0,0,71,NA,NA,NA,NA,"No"
629792,"The First Time 2","2019-08-08",5.0066,7,3,0,0,61,NA,NA,NA,NA,"No"
576004,"Porno","2019-06-28",4.9843,5.978,415,0,0,98,NA,NA,NA,NA,"No"
504608,"Rocketman","2019-05-17",4.9831,7.307,4972,40000000,167300000,121,NA,NA,NA,NA,"No"
581387,"Ashfall","2019-12-19",4.9828,6.838,625,17700000,61321941,128,NA,NA,NA,NA,"No"
506574,"Descendants 3","2019-08-02",4.902,7.672,1609,15000000,0,106,NA,NA,NA,NA,"No"
625450,"Tall Girl","2019-09-13",4.8676,6.28,1948,0,0,101,NA,NA,NA,NA,"No"
575824,"Men of Hard Skin","2019-06-20",4.8223,6,42,0,0,96,NA,NA,NA,NA,"No"
554596,"No manches, Frida 2: paraíso destruido","2019-03-15",4.8154,7.88,940,5000000,26500000,102,NA,NA,NA,NA,"No"
611291,"Bring the Soul: The Movie","2019-08-07",4.8137,8.312,458,0,12150259,105,NA,NA,NA,NA,"No"
338967,"Zombieland: Double Tap","2019-10-09",4.7942,6.901,6232,42000000,122810399,99,NA,NA,NA,NA,"No"
599975,"Countdown","2019-10-24",4.7228,6.205,2298,6500000,48021766,90,NA,NA,NA,NA,"No"
559969,"El Camino: A Breaking Bad Movie","2019-10-11",4.7193,7.045,5585,0,0,123,NA,NA,NA,NA,"No"
698438,"Swapping: Perfect Neighbor","2019-11-04",4.6941,5.8,58,0,0,71,NA,NA,NA,NA,"No"
458897,"Charlie's Angels","2019-11-14",4.6815,6.382,3136,48000000,73279888,118,NA,NA,NA,NA,"No"
399361,"Triple Frontier","2019-03-06",4.658,6.33,3519,115000000,0,125,NA,NA,NA,NA,"No"
504949,"The King","2019-10-11",4.6375,7.155,3550,0,0,140,NA,NA,NA,NA,"No"
521029,"Annabelle Comes Home","2019-06-26",4.5911,6.407,3824,27000000,231252591,106,NA,NA,NA,NA,"No"
575299,"Fidelity","2019-10-31",4.5503,6.66,329,0,0,82,NA,NA,NA,NA,"No"
536869,"Cats","2019-12-19",4.5476,4.101,1042,95000000,77276321,110,NA,NA,NA,NA,"No"
774444,"Cinematographer","2020-12-04",24.4093,0,0,0,0,83,NA,NA,NA,NA,"No"
577922,"Tenet","2020-08-22",13.3252,7.174,11048,205000000,365304105,150,NA,NA,NA,NA,"No"
677638,"We Bare Bears: The Movie","2020-06-30",13.0739,7.839,846,0,0,69,NA,NA,NA,NA,"No"
524047,"Greenland","2020-07-29",13.0548,7.126,5254,34000000,52300000,120,NA,NA,NA,NA,"No"
664767,"Mortal Kombat Legends: Scorpion's Revenge","2020-04-12",11.9546,8.1,1455,0,0,80,NA,NA,NA,NA,"No"
454626,"Sonic the Hedgehog","2020-02-12",11.8947,7.284,10365,85000000,319715683,99,NA,NA,NA,NA,"No"
508442,"Soul","2020-12-25",11.3297,8.093,11355,150000000,121977511,101,NA,NA,NA,NA,"No"
731249,"Crayon Shin-chan: Crash! Scribble Kingdom and Almost Four Heroes","2020-09-11",10.9674,7.4,18,0,1.1e+07,103,NA,NA,NA,NA,"No"
514847,"The Hunt","2020-03-11",10.3574,6.639,3608,14000000,12400979,90,NA,NA,NA,NA,"No"
635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","2020-10-16",10.1473,8.197,4464,15700000,523542183,117,NA,NA,NA,NA,"No"
38700,"Bad Boys for Life","2020-01-15",8.7188,7.116,8714,90000000,426505244,124,NA,NA,NA,NA,"No"
464052,"Wonder Woman 1984","2020-12-16",8.3308,6.367,9018,200000000,169601036,151,NA,NA,NA,NA,"No"
615677,"We Can Be Heroes","2020-12-25",8.1282,5.951,811,0,0,97,NA,NA,NA,NA,"No"
497582,"Enola Holmes","2020-09-23",7.9012,7.227,6525,21000000,0,123,NA,NA,NA,NA,"No"
613504,"After We Collided","2020-09-02",7.7458,7.2,5453,14000000,47990414,105,NA,NA,NA,NA,"No"
545609,"Extraction","2020-04-23",7.7196,7.291,6579,65000000,0,116,NA,NA,NA,NA,"No"
581392,"Peninsula","2020-07-15",7.6071,6.719,2568,17000000,42698327,115,NA,NA,NA,NA,"No"
337401,"Mulan","2020-09-04",7.4524,6.829,7023,200000000,69965374,115,NA,NA,NA,NA,"No"
652837,"Josee, the Tiger and the Fish","2020-12-25",7.4473,8.3,591,0,0,98,NA,NA,NA,NA,"No"
734367,"Pretty Young Sister","2020-08-14",7.3484,5,4,0,0,64,NA,NA,NA,NA,"No"
533514,"Violet Evergarden: The Movie","2020-09-18",7.3169,8.3,504,0,20339624,140,NA,NA,NA,NA,"No"
596161,"Let Him Go","2020-11-05",7.1596,6.837,802,21000000,7997460,114,NA,NA,NA,NA,"No"
715756,"Dangerous Drugs of Sex","2020-02-14",7.0153,6.446,37,0,0,89,NA,NA,NA,NA,"No"
522627,"The Gentlemen","2020-01-01",6.9288,7.663,6553,22000000,115171795,113,NA,NA,NA,NA,"No"
495764,"Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)","2020-02-05",6.757,6.878,10778,75000000,205537933,109,NA,NA,NA,NA,"No"
713607,"Mom's Friend 2020","2020-06-05",6.6814,2.5,2,0,0,61,NA,NA,NA,NA,"No"
854804,"Movida","2020-06-25",6.5948,0,0,0,0,68,NA,NA,NA,NA,"No"
529203,"The Croods: A New Age","2020-11-25",6.5547,7.442,4120,65000000,215905815,95,NA,NA,NA,NA,"No"
614696,"#Alive","2020-06-24",6.5132,7.208,2027,6300000,13416285,98,NA,NA,NA,NA,"No"
793602,"Favorite Concubine","2020-12-24",6.4541,5,2,0,0,81,NA,NA,NA,NA,"No"
448119,"Dolittle","2020-01-02",6.4449,6.576,3860,175000000,251410631,101,NA,NA,NA,NA,"No"
516486,"Greyhound","2020-07-09",6.3006,7.407,3282,50300000,0,92,NA,NA,NA,NA,"No"
852878,"Pretty Young Sister 3","2020-10-20",5.9291,4,1,0,0,64,NA,NA,NA,NA,"No"
570670,"The Invisible Man","2020-02-26",5.8383,7.092,6228,7000000,144492724,124,NA,NA,NA,NA,"No"
556678,"Emma.","2020-02-13",5.7641,7.016,1943,10000000,25200000,125,NA,NA,NA,NA,"No"
705559,"My Mother's Lovers","2020-05-29",5.6825,4.5,10,0,0,22,NA,NA,NA,NA,"No"
508439,"Onward","2020-02-29",5.6432,7.641,6545,200000000,141888276,102,NA,NA,NA,NA,"No"
667520,"A Whisker Away","2020-06-18",5.5971,7.9,1485,0,0,104,NA,NA,NA,NA,"No"
761053,"Gabriel's Inferno: Part III","2020-11-19",5.5568,8.341,1083,0,0,102,NA,NA,NA,NA,"No"
770156,"Lucy Shimmers and the Prince of Peace","2020-10-19",5.5208,8.367,358,0,0,87,NA,NA,NA,NA,"No"
547016,"The Old Guard","2020-07-09",5.4524,7.097,4784,70000000,0,125,NA,NA,NA,NA,"No"
446893,"Trolls World Tour","2020-03-11",5.4494,7.238,2261,90000000,49276818,91,NA,NA,NA,NA,"No"
531219,"Roald Dahl's The Witches","2020-10-26",5.3354,6.337,2976,0,29303571,104,NA,NA,NA,NA,"No"
441130,"Wolfwalkers","2020-10-26",5.3282,8.192,1368,12000000,1310720,102,NA,NA,NA,NA,"No"
443791,"Underwater","2020-01-08",5.2307,6.28,3432,50000000,40882928,95,NA,NA,NA,NA,"No"
660982,"American Pie Presents: Girls' Rules","2020-10-06",5.1027,6.1,708,0,0,95,NA,NA,NA,NA,"No"
655431,"Psycho-Pass 3: First Inspector","2020-03-27",5.0792,7.563,112,0,757096,137,NA,NA,NA,NA,"No"
581526,"Deliver Us from Evil","2020-08-05",4.9834,6.883,230,12000000,34662454,108,NA,NA,NA,NA,"No"
600354,"The Father","2020-12-23",4.9424,8.094,3609,6000000,21029340,97,NA,NA,NA,NA,"No"
630566,"Clouds","2020-10-09",4.9263,8.24,1048,0,0,121,NA,NA,NA,NA,"No"
664280,"David Attenborough: A Life on Our Planet","2020-09-28",4.9198,8.431,434,0,0,83,NA,NA,NA,NA,"No"
1229343,"Bikini Bar: Delicious Service","2020-11-26",4.9182,10,1,0,0,60,NA,NA,NA,NA,"No"
385103,"Scoob!","2020-07-08",4.8892,6.988,1802,90000000,28600000,94,NA,NA,NA,NA,"No"
758534,"Be Alive Just Like You","2020-12-04",4.876,5.8,4,0,0,91,NA,NA,NA,NA,"No"
632632,"Given","2020-08-22",4.8596,8.236,417,0,930363,60,NA,NA,NA,NA,"No"
514207,"Invasion","2020-02-27",4.8309,6.863,882,8819200,32104054,129,NA,NA,NA,NA,"No"
582014,"Promising Young Woman","2020-12-13",4.7587,7.392,3681,10000000,20379604,114,NA,NA,NA,NA,"No"
707610,"Bosomy Mom","2020-05-06",4.7561,6.063,16,0,0,69,NA,NA,NA,NA,"No"
549514,"Fatale","2020-12-18",4.7519,6.045,382,0,0,102,NA,NA,NA,NA,"No"
618344,"Justice League Dark: Apokolips War","2020-05-05",4.6621,8.199,1565,0,0,90,NA,NA,NA,NA,"No"
740966,"Pool Boy Nightmare","2020-09-07",4.6413,6.625,36,0,0,87,NA,NA,NA,NA,"No"
623491,"The Babysitter: Killer Queen","2020-09-10",4.5008,6.3,1826,0,0,101,NA,NA,NA,NA,"No"
573730,"Made in Abyss: Dawn of the Deep Soul","2020-01-17",4.4521,7.784,289,0,4971635,105,NA,NA,NA,NA,"No"
587792,"Palm Springs","2020-07-10",4.45,7.337,3658,5000000,1818417,90,NA,NA,NA,NA,"No"
481848,"The Call of the Wild","2020-02-19",4.3943,7.522,3928,109000000,111200000,100,NA,NA,NA,NA,"No"
458576,"Monster Hunter","2020-12-03",4.3883,6.517,3544,60000000,42145959,103,NA,NA,NA,NA,"No"
340102,"The New Mutants","2020-04-02",4.3409,6.08,3695,67000000,49169594,94,NA,NA,NA,NA,"No"
539885,"Ava","2020-07-02",4.3118,5.823,2741,0,2987741,96,NA,NA,NA,NA,"No"
628333,"Wild Mountain Thyme","2020-12-11",4.3033,5.256,207,0,0,102,NA,NA,NA,NA,"No"
719128,"Idol Sex: LA Korean Women","2020-06-18",4.2895,5.8,6,0,0,65,NA,NA,NA,NA,"No"
604822,"Vanguard","2020-01-22",4.2317,6.384,606,0,50866901,107,NA,NA,NA,NA,"No"
625568,"Unhinged","2020-07-16",4.1993,6.433,2503,33000000,39238300,90,NA,NA,NA,NA,"No"
583083,"The Kissing Booth 2","2020-07-24",4.1925,7.608,5129,0,0,132,NA,NA,NA,NA,"No"
590995,"The Craft: Legacy","2020-10-28",4.1793,6.095,894,18000000,2300000,94,NA,NA,NA,NA,"No"
590223,"Love and Monsters","2020-10-16",4.1761,7.269,4431,30000000,1122066,109,NA,NA,NA,NA,"No"
682153,"Doraemon: Nobita's New Dinosaur","2020-08-07",4.1161,7.384,56,0,34218525,111,NA,NA,NA,NA,"No"
546121,"Run","2020-11-20",4.1057,7.221,2863,0,5491510,90,NA,NA,NA,NA,"No"
400160,"The SpongeBob Movie: Sponge on the Run","2020-08-14",4.1043,7.403,2971,60000000,4810790,95,NA,NA,NA,NA,"No"
475430,"Artemis Fowl","2020-05-29",4.1012,5.527,1730,125000000,0,94,NA,NA,NA,NA,"No"
641167,"Men at Work: Miami","2020-01-30",3.9511,5.2,15,0,0,115,NA,NA,NA,NA,"No"
696374,"Gabriel's Inferno","2020-05-29",3.9214,8.38,2457,0,0,122,NA,NA,NA,NA,"No"
627725,"The Banker","2020-03-06",3.901,7.624,1101,0,0,120,NA,NA,NA,NA,"No"
719410,"Your Name Engraved Herein","2020-09-30",3.8743,7.87,293,0,0,115,NA,NA,NA,NA,"No"
338762,"Bloodshot","2020-03-05",3.8518,6.679,5237,42000000,39861118,110,NA,NA,NA,NA,"No"
575604,"The Call","2020-11-23",3.8356,7.486,964,0,0,112,NA,NA,NA,NA,"No"
603119,"The Silencing","2020-07-18",3.8226,6.425,785,0,0,93,NA,NA,NA,NA,"No"
505379,"Rebecca","2020-10-16",3.8138,6.306,1163,0,0,123,NA,NA,NA,NA,"No"
852363,"18 Year Old Model Rika's Fancy Walk","2020-09-28",3.807,5.1,5,0,0,63,NA,NA,NA,NA,"No"
702936,"Sniper: Assassin's End","2020-06-15",3.8066,6.247,245,0,68881,95,NA,NA,NA,NA,"No"
526702,"Black Beauty","2020-11-27",3.7918,8,353,0,0,110,NA,NA,NA,NA,"No"
499932,"The Devil All the Time","2020-09-11",3.7846,7.181,3638,0,0,138,NA,NA,NA,NA,"No"
571265,"Digimon Adventure: Last Evolution Kizuna","2020-02-21",3.7553,8.133,264,0,17361009,95,NA,NA,NA,NA,"No"
553604,"Honest Thief","2020-09-03",3.7498,6.482,1884,0,31220247,99,NA,NA,NA,NA,"No"
728754,"Stand by Me Doraemon 2","2020-11-20",3.6896,7.765,245,0,0,96,NA,NA,NA,NA,"No"
662708,"Pokémon the Movie: Secrets of the Jungle","2020-12-25",3.6642,7.171,199,0,21097921,101,NA,NA,NA,NA,"No"
554761,"Falling","2020-10-02",3.6367,6.443,209,0,9828,112,NA,NA,NA,NA,"No"
531876,"The Outpost","2020-06-24",3.6308,6.9,1156,18000000,2133452,123,NA,NA,NA,NA,"No"
539537,"Fantasy Island","2020-02-12",3.6291,5.76,2622,7000000,49447308,109,NA,NA,NA,NA,"No"
516632,"The Empty Man","2020-10-22",3.5866,6.172,993,16000000,4796993,137,NA,NA,NA,NA,"No"
740985,"Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan","2020-10-23",3.5023,6.431,2839,0,0,96,NA,NA,NA,NA,"No"
744275,"After We Fell","2021-09-01",49.8103,7,2727,14000000,21753705,99,NA,NA,NA,NA,"No"
460465,"Mortal Kombat","2021-04-07",38.6852,7,6316,20000000,84426031,110,NA,NA,NA,NA,"No"
634649,"Spider-Man: No Way Home","2021-12-15",36.8942,7.933,21890,200000000,1921847111,148,NA,NA,NA,NA,"No"
438631,"Dune","2021-09-15",23.2481,7.78,14793,165000000,410668500,155,NA,NA,NA,NA,"No"
566525,"Shang-Chi and the Legend of the Ten Rings","2021-09-01",17.9123,7.494,10326,150000000,432243292,132,NA,NA,NA,NA,"No"
337404,"Cruella","2021-05-26",17.4481,7.97,10014,200000000,233503234,134,NA,NA,NA,NA,"No"
637649,"Wrath of Man","2021-04-22",16.9849,7.6,6050,40000000,103966489,119,NA,NA,NA,NA,"No"
615457,"Nobody","2021-03-18",14.5214,7.879,8267,16000000,57512470,91,NA,NA,NA,NA,"No"
791373,"Zack Snyder's Justice League","2021-03-18",14.1116,8.088,10762,70000000,0,242,NA,NA,NA,NA,"No"
645710,"The Voyeurs","2021-08-25",13.8613,6.508,1163,0,0,117,NA,NA,NA,NA,"No"
801335,"Girl in the Basement","2021-02-27",13.3996,7.562,849,0,0,88,NA,NA,NA,NA,"No"
436969,"The Suicide Squad","2021-07-28",13.2784,7.461,9536,185000000,168717425,132,NA,NA,NA,NA,"No"
497698,"Black Widow","2021-07-07",13.2032,7.168,11194,200000000,379751131,134,NA,NA,NA,NA,"No"
773543,"Fib the Truth","2021-09-09",12.932,5.772,90,0,0,89,NA,NA,NA,NA,"No"
550988,"Free Guy","2021-08-11",12.7132,7.45,9750,110000000,331526598,115,NA,NA,NA,NA,"No"
568124,"Encanto","2021-10-13",12.3489,7.569,10161,150000000,261292688,102,NA,NA,NA,NA,"No"
646380,"Don't Look Up","2021-12-08",11.7367,7.064,9284,75000000,791863,138,NA,NA,NA,NA,"No"
399566,"Godzilla vs. Kong","2021-03-24",11.6764,7.534,10589,200000000,470116094,114,NA,NA,NA,NA,"No"
588228,"The Tomorrow War","2021-09-03",11.4299,7.467,4070,200000000,14400000,138,NA,NA,NA,NA,"No"
810693,"Jujutsu Kaisen 0","2021-12-24",11.014,8.098,1718,0,195870885,105,NA,NA,NA,NA,"No"
438695,"Sing 2","2021-12-01",10.8139,7.832,4748,85000000,408402685,110,NA,NA,NA,NA,"No"
524434,"Eternals","2021-11-03",10.2223,6.773,9091,200000000,402064899,156,NA,NA,NA,NA,"No"
370172,"No Time to Die","2021-09-29",10.1061,7.339,7062,250000000,774153024,163,NA,NA,NA,NA,"No"
423108,"The Conjuring: The Devil Made Me Do It","2021-05-25",10.0817,7.355,6500,39000000,206444123,111,NA,NA,NA,NA,"No"
776503,"CODA","2021-08-13",9.308,7.891,2569,10000000,1905058,112,"2021[g](94th)","CODA","Philippe Rousselet, Fabrice Gianfermi, and Patrick Wachsberger",2021,"Yes"
580489,"Venom: Let There Be Carnage","2021-09-30",8.9441,6.745,11130,110000000,506863592,97,NA,NA,NA,NA,"No"
459151,"The Boss Baby: Family Business","2021-07-01",8.5544,7.3,2680,82000000,146745280,107,NA,NA,NA,NA,"No"
520763,"A Quiet Place Part II","2021-05-21",8.2263,7.433,7339,55000000,297372261,96,NA,NA,NA,NA,"No"
527774,"Raya and the Last Dragon","2021-03-03",8.1714,7.8,7250,100000000,130423032,107,NA,NA,NA,NA,"No"
508943,"Luca","2021-06-17",8.1543,7.783,8921,200000000,51074773,95,NA,NA,NA,NA,"No"
522402,"Finch","2021-11-04",7.9741,7.804,3922,2500000,0,116,NA,NA,NA,NA,"No"
763164,"Apex","2021-11-12",7.9705,5.15,607,0,0,93,NA,NA,NA,NA,"No"
476669,"The King's Man","2021-12-22",7.9322,6.712,5030,100000000,125897478,131,NA,NA,NA,NA,"No"
460458,"Resident Evil: Welcome to Raccoon City","2021-11-24",7.6778,5.935,2675,25000000,41914915,107,NA,NA,NA,NA,"No"
759297,"The Housemaid","2021-09-10",7.6164,5.425,53,0,0,114,NA,NA,NA,NA,"No"
589761,"Chernobyl: Abyss","2021-04-15",7.4581,6.226,569,9100000,6459306,136,NA,NA,NA,NA,"No"
841755,"Mortal Kombat Legends: Battle of the Realms","2021-08-30",7.4382,7.587,487,0,0,80,NA,NA,NA,NA,"No"
624860,"The Matrix Resurrections","2021-12-16",7.371,6.333,6430,190000000,156497322,148,NA,NA,NA,NA,"No"
581726,"Infinite","2021-09-09",7.3388,6.564,2125,0,0,106,NA,NA,NA,NA,"No"
852370,"Idol Seungha's R-Rated Film Shooting","2021-06-24",6.691,6.5,45,0,0,61,NA,NA,NA,NA,"No"
512195,"Red Notice","2021-11-04",6.6644,6.733,6398,160000000,178143,118,NA,NA,NA,NA,"No"
385128,"F9","2021-05-19",6.5619,7.007,7677,200000000,726229501,143,NA,NA,NA,NA,"No"
283566,"Evangelion: 3.0+1.0 Thrice Upon a Time","2021-03-08",6.3737,8.2,939,29700000,93882453,155,NA,NA,NA,NA,"No"
776797,"The Sadness","2021-01-22",6.2963,6.819,1100,0,0,100,NA,NA,NA,NA,"No"
454527,"Benedetta","2021-07-09",6.2237,6.6,1144,24350000,2652725,131,NA,NA,NA,NA,"No"
630586,"Wrong Turn","2021-01-26",6.1447,5.944,1307,0,4829926,110,NA,NA,NA,NA,"No"
451048,"Jungle Cruise","2021-07-28",6.0716,7.295,6142,200000000,220889446,127,NA,NA,NA,NA,"No"
893694,"Eva","2021-12-24",5.9854,5.208,24,0,0,95,NA,NA,NA,NA,"No"
631843,"Old","2021-07-21",5.9505,6.322,4852,18000000,90146510,108,NA,NA,NA,NA,"No"
578701,"Those Who Wish Me Dead","2021-05-05",5.8904,6.61,1820,20000000,23384502,100,NA,NA,NA,NA,"No"
379686,"Space Jam: A New Legacy","2021-07-08",5.8005,6.639,4209,150000000,163692228,115,NA,NA,NA,NA,"No"
745881,"The Medium","2021-07-14",5.6629,6.999,739,0,7230000,131,NA,NA,NA,NA,"No"
425909,"Ghostbusters: Afterlife","2021-11-18",5.6498,7.325,5120,75000000,204445747,124,NA,NA,NA,NA,"No"
927611,"Dangerous Relationship: Professor and Female College Student","2021-04-01",5.4658,6,2,0,0,71,NA,NA,NA,NA,"No"
662638,"Detective Conan: The Scarlet Bullet","2021-04-16",5.4348,6.455,99,0,95371578,110,NA,NA,NA,NA,"No"
685274,"Mobile Suit Gundam Hathaway","2021-06-11",5.4231,7.214,145,0,18731309,96,NA,NA,NA,NA,"No"
911835,"Aunt","2021-07-28",5.4219,7.5,2,0,0,96,NA,NA,NA,NA,"No"
792237,"Cam Girls","2021-11-25",5.3537,6.357,49,0,0,85,NA,NA,NA,NA,"No"
597208,"Nightmare Alley","2021-12-02",5.2971,6.954,3342,60000000,39629195,151,NA,NA,NA,NA,"No"
592695,"Pleasure","2021-10-08",5.2567,6.277,783,1800000,393824,108,NA,NA,NA,NA,"No"
602063,"Rurouni Kenshin: The Final","2021-04-23",5.2327,7.68,545,0,33457923,138,NA,NA,NA,NA,"No"
587807,"Tom & Jerry","2021-02-10",5.2277,6.734,2569,50000000,136536687,101,NA,NA,NA,NA,"No"
501929,"The Mitchells vs. the Machines","2021-04-22",5.2258,7.845,3326,75000000,0,114,NA,NA,NA,NA,"No"
503736,"Army of the Dead","2021-05-14",5.2162,6.206,4384,90000000,190700000,148,NA,NA,NA,NA,"No"
672322,"Rurouni Kenshin: The Beginning","2021-06-04",5.1932,7.6,540,0,0,138,NA,NA,NA,NA,"No"
675445,"PAW Patrol: The Movie","2021-08-09",5.1864,7.328,1267,26000000,144327371,86,NA,NA,NA,NA,"No"
718032,"Licorice Pizza","2021-11-26",5.1465,6.958,2631,40000000,33276075,133,NA,NA,NA,NA,"No"
645886,"The Unforgivable","2021-11-24",5.1453,7.41,2031,0,0,112,NA,NA,NA,NA,"No"
776305,"Belle","2021-07-16",4.9975,7.6,872,0,63501160,121,NA,NA,NA,NA,"No"
602223,"The Forever Purge","2021-06-30",4.983,6.876,2665,18000000,76994245,103,NA,NA,NA,NA,"No"
921711,"Tamil Rockers","2021-12-31",4.9591,5.333,3,0,0,98,NA,NA,NA,NA,"No"
768744,"My Hero Academia: World Heroes' Mission","2021-08-06",4.9364,7.584,619,0,46940541,105,NA,NA,NA,NA,"No"
581644,"The Misfits","2021-06-03",4.9045,5.449,509,0,0,94,NA,NA,NA,NA,"No"
617653,"The Last Duel","2021-10-13",4.8454,7.409,3832,100000000,30552111,153,NA,NA,NA,NA,"No"
644495,"House of Gucci","2021-11-24",4.8093,6.567,3424,75000000,153235995,158,NA,NA,NA,NA,"No"
513310,"Boss Level","2021-02-19",4.7829,6.868,1900,45000000,2e+06,101,NA,NA,NA,NA,"No"
542178,"The French Dispatch of the Liberty, Kansas Evening Sun","2021-10-21",4.7569,7.012,2951,25000000,46333545,108,NA,NA,NA,NA,"No"
458220,"Palmer","2021-01-28",4.7078,8.114,1894,0,0,110,NA,NA,NA,NA,"No"
634528,"The Marksman","2021-01-15",4.7062,6.786,1730,23000000,23076711,108,NA,NA,NA,NA,"No"
602269,"The Little Things","2021-01-28",4.6919,6.346,2813,30000000,29942746,128,NA,NA,NA,NA,"No"
550205,"Wish Dragon","2021-01-15",4.6181,7.835,1470,0,25860000,99,NA,NA,NA,NA,"No"
761898,"Sword Art Online the Movie - Progressive - Aria of a Starless Night","2021-10-30",4.5968,7.861,330,0,14037060,97,NA,NA,NA,NA,"No"
614917,"King Richard","2021-11-18",4.5964,7.602,2838,50000000,39400000,144,NA,NA,NA,NA,"No"
796499,"Army of Thieves","2021-10-29",4.5746,6.803,2265,30000000,46900000,128,NA,NA,NA,NA,"No"
482321,"Ron's Gone Wrong","2021-10-14",4.515,7.857,2003,0,60692022,107,NA,NA,NA,NA,"No"
593910,"Cinderella","2021-09-03",4.4945,6.33,1467,0,42494,112,NA,NA,NA,NA,"No"
576845,"Last Night in Soho","2021-10-21",4.4802,7.276,3839,43000000,22957625,117,NA,NA,NA,NA,"No"
602734,"Spiral: From the Book of Saw","2021-05-12",4.4774,5.902,2265,20000000,40618920,93,NA,NA,NA,NA,"No"
663558,"New Gods: Nezha Reborn","2021-02-06",4.4766,8.056,510,0,7e+07,117,NA,NA,NA,NA,"No"
667257,"Impossible Things","2021-06-17",4.4326,8.395,422,0,0,88,NA,NA,NA,NA,"No"
522931,"Hitman's Wife's Bodyguard","2021-06-14",4.4121,6.648,2572,70000000,70060492,117,NA,NA,NA,NA,"No"
646207,"The Ice Road","2021-06-24",4.3853,6.759,1902,40000000,7502846,108,NA,NA,NA,NA,"No"
567189,"Tom Clancy's Without Remorse","2021-04-30",4.3676,6.934,2687,0,0,110,NA,NA,NA,NA,"No"
660120,"The Worst Person in the World","2021-10-13",4.3608,7.438,1814,5000000,12687507,128,NA,NA,NA,NA,"No"
601666,"I Care a Lot","2021-02-19",4.3244,6.574,2963,0,0,119,NA,NA,NA,NA,"No"
576784,"Upon the Magic Roads","2021-02-18",4.3185,6.796,312,8020000,0,100,NA,NA,NA,NA,"No"
